Fecha,Localidad,Latitud,Longitud,Víctima de la agresión,Candidatura ,Cargo ,Fuerza polítca del agredido(a),Presunto agresor denunciado,Fuerza politica del agresor(a) ,Tipo de agresión,Descripción,Intervención autoridades,Fuente,URL de la fuente 
29/05/2024,Coyuca de Benítez,1.700.977,-10.007.929,José Alfredo Cabrera Barrientos,Presidente Municipal,N/A,PAN-PRI-PRD,N/A,N/A,Asesinato,"José Alfredo Cabrera Barrientos, candidato por la coalición PAN-PRI-PRD a la alcaldía de Coyuca de Benítez, fue asesinado en un cierre de campaña.",N/A,El Sol de Acapulco,https://www.elsoldeacapulco.com.mx/elecciones-2024/asesinan-a-jose-alfredo-cabrera-candidato-a-la-alcaldia-de-coyuca-de-benitez-12001544.html
29/05/2024,Álvaro Obregón,1.936.053,-992.267,N/A,N/A,N/A,N/A,Lía Limón,PAN-PRI-PRD,Delito Electoral,"La Fepade decomisó 7 toneladas de despensas que serían utilizadas para la compra de votos para Lía Limón, candidata a la alcaldía por la coalición del PAN-PRI-PRD: ",Sí,X/@Fepade_CDMX,https://x.com/FEPADE_CDMX/status/1795921281939886251
29/05/2024,Atlixco,1.891.312,-9.842.938,Leonor Popócatl,Diputada federal,N/A,Fuerza y corazón por México,Miguel Carrillo,N/A,Violencia política de género,"Leonor Popócatl, candidata de ""Fuerza y corazón por México"" a diputada federal por el Distrito 13, denunció a Miguel Carrillo, su oponente de Morena, por presunta violencia política de género.",Sí,Municipios Puebla,https://municipiospuebla.mx/nota/2024-05-29/atlixco/pop%C3%B3catl-denuncia-ante-el-ine-miguel-carrillo-por-violencia-de-g%C3%A9nero/
29/05/2024,Nogales,3.130.118,-1.109.381,Dora Alicia Ruelas Armenta,Presidenta municipal,N/A,Partido Sonorense,N/A,N/A,Violencia política de género,"Dora Alicia Ruelas Armenta, candidata a la alcaldía de Nogales, Sonora, por el Partido Sonorense, denunció a su oponente de Morena, Juan Francisco Gim por hostigamiento y violencia de género. ",N/A,El Universal,https://www.eluniversal.com.mx/elecciones/candidata-del-partido-sonorense-denuncia-publicamente-a-alcalde-de-nogales-lo-acusa-de-violencia-de-genero-y-hostigamiento/
29/05/2024,Tlaxcala,1.931.392,-9.824.043,Antonio Herrera,Presidente municipal,N/A,MC,N/A,N/A,Allanamiento,"Sujetos allanaron en la casa de Luis Antonio Herrera, candidato a la alcaldía de Tlaxcala por MC, ",Sí,Quadratin Tlaxcala,https://tlaxcala.quadratin.com.mx/principal/tras-cierre-de-campana-irrumpen-en-domicilio-de-luis-antonio-herrera/
29/05/2024,Tepic,2.150.416,-10.489.458,Geraldine Ponce,Presidente municipal,N/A,Morena,N/A,N/A,Violencia política de género,"Geraldine Ponce, candidata de la coalición ""Sigamos haciendo historia"" a la alcaldía de Tepic, Nayarit, denunció ser víctima de violencia política de género. ",N/A,Aristegui Noticias,https://aristeguinoticias.com/2905/mexico/geraldine-ponce-denunciara-violencia-politica-en-razon-de-genero-en-su-contra/
29/05/2024,San Juan del Río,2.053.384,-1.001.878,Miriam Gómez Anaya,Presidenta municipal,N/A,PRD,N/A,N/A,Agresión verbal,"Miriam Gómez Anaya, candidata del PRD a la alcaldía de San Juan del Rïo, Qro. fue agredida verbalmente por un sujeto durante su cierre de campaña. ",N/A,Diario Rotativo,https://rotativo.com.mx/locales/san-juan-del-rio/miriam-gomez-anaya-sufre-agresion-en-cierre-campana_1517908_102.html
30/05/2024,Xiutetelco,1.979.292,-9.732.496,Jorge Domínguez,Presidente municipal,N/A,Nueva Alianza,N/A,N/A,"Agresión armada, vandalismo y amenazas","Sujetos balean y queman la camioneta de Jorge Domínguez, candidato a la alcaldía de ese municipio por Nueva Alianza. Los agresores dejaron sobre el vehículo destruido dos cartulinas con amenazas. ",N/A,Milenio,https://www.milenio.com/politica/elecciones/atacan-candidato-alianza-edil-xiutetelco-puebla
30/05/2024,Santa María Mixtequilla,1.637.442,-9.525.963,Juan Carlos García Salud,Presidente Municipal ,N/A,PVEM,N/A,N/A,Agresión Armada ," Sujetos dispararon en 15 ocasiones contra la vivienda de Juan Carlos García Salud, candidato del PVEM a la alcaldía de Mixtequilla, Oaxaca. ",N/A,Milenio,https://www.milenio.com/politica/elecciones/civiles-armados-disparan-domicilio-candidato-mixtequilla-oaxaca
30/05/2024,Ciudad de México,194.326,-991.332,Pedro Haces,N/A,Líder sindical,Morena,N/A,N/A,Robo,"Pedro Haces, líder sindical morenista denunció que le robaron su cartera al concluir el cierre de campaña de Claudia Sheinbaum. ",N/A,Infobae,https://www.infobae.com/mexico/2024/05/30/bolsean-a-pedro-haces-lider-sindical-de-la-4t-en-cierre-de-campana-de-claudia-sheinbaum-fue-algun-priista-o-panista/
30/05/2024,Venustiano Carranza,2.050.833,-9.767.244,N/A,N/A,N/A,N/A,Ernesto García,Morena,Delito Electoral,"Militantes del PRI y del PAN irrumpieron en una vivienda de Venustiano Carranza, Puebla, donde denunciaron que se realiza la compra de votos a favor de Ernesto García, candidato a la alcaldía del municipio por Morena. En el lugar se desató una riña y los militantes de la oposición retuvieron paquetes de dinero. ",N/A,MTPNoticias,https://mtpnoticias.com/la-grilla/eleccion-2024/irrumpen-mapacheras-en-municipios-de-puebla-compran-votos-con-dinero-y-despensas/
30/05/2024,Ciudad Juárez,3.169.036,-10.642.454,David Ramos,N/A,Coordinador de campaña,Fuerza y corazón por México,N/A,N/A,Agresión Física,"Sujetos armados con varillas irrumpieron en un restaurant donde se encontraban integrantes de la coalición ""Fuerza y corazón por México"" y agredieron David Ramos, coordinador de campaña del candidato a diputado, Manuel Dick Alarcón. ",N/A,La Opción de Chihuauha,https://www.laopcion.com.mx/juarez/agreden-a-coordinador-de-campana-del-candidato-a-diputado-manuel-dick-20240530-464500.html
30/05/2024,Mixquiahuala,2.022.457,-9.922.867,N/A,N/A,Militantes ,PT,N/A,N/A,Agresión física y vandalismo," Sujetos armados irrumpieron en la casa de la comunidad de Jaguey Blanco y golpearon a  cachazos a  simpatizantes del PT , a quienes también amagaron. Los agresores hicieron detonaciones y dañaron un vehículo. ",N/A,News Hidalgo,https://www.newshidalgo.com.mx/hombres-armados-golpean-y-amedrentan-a-simpatizantes-del-pt-en-mixquiahuala/
30/05/2024,Tehuacán,184.665,-9.740.038,N/A,N/A,N/A,N/A,Araceli Celestino Rosas,PT,Delito Electoral,"Diversos ciudadano denunciaron por separado a Araceli Celestino Rosas, candidata a diputada federal por el PT, de compra masiva de votos. ",N/A,La Jornada oriente,https://www.lajornadadeoriente.com.mx/puebla/en-vispera-a-eleccion-denuncian-mapacheras-a-favor-de-morena-tehuacan-cholula/
30/05/2024,San Andrés Cholula,1.905.995,-9.829.491,N/A,N/A,N/A,N/A,Víctor Correau Galeazz,Morena-PT-FxM,Delito Electoral,"Diversos ciudadanos denunciaron a Víctor Correau Galeazzi, candidato de Morena-PT-FXM de repartir despensas y ofrecer 500 pesos a cambio del voto.",N/A,La Jornada oriente,https://www.lajornadadeoriente.com.mx/puebla/en-vispera-a-eleccion-denuncian-mapacheras-a-favor-de-morena-tehuacan-cholula/
30/05/2024,Cosamalopan,1.836.631,-9.579.583,N/A,N/A,N/A,PRI-PAN-PRD,N/A,N/A,Delito Electoral,PRI-PAN-PRD denunciaron el robo de un paquete con 100 boletas electorales en Cosamaloapan. ,N/A,Milenio,https://www.milenio.com/videos/politica/elecciones/pri-pan-prd-denuncian-robo-100-boletas-electorales-veracruz
30/05/2024,Camargo,2.767.637,-10.516.695,Fito Trillo,Presidente Muncipal,N/A,MC,N/A,N/A,Amenazas,"Colocaron narcomantas en el ingreso de Camargo para amenazar a la población de que si votan por FIto Trillo, candidato de MC a presidente municipal de ese municipio, habrá consecuencias a la paz. ",Sí,El Diario de Juárez,https://diario.mx/estado/cuidado-camargo-localizan-narcomantas-en-contra-de-fito-trillo-20240530-2179508.html
30/05/2024,Villa López,2.699.065,-105.037,N/A,N/A,N/A,N/A,Heberto Caballero,MC,Delito Electoral,"Ciudadana denunció al emecista Heberto Caballero, alcalde de Villa López de repartir despensas en plena veda electoral. ",N/A,El Diario de Chihuahua,https://www.eldiariodechihuahua.mx/estado/2024/may/30/video-denuncian-entrega-de-apoyos-en-veda-electoral-625910.html
30/05/2024,Tampacán,2.140.069,-987.319,Yizlen Sánchez,Presidente municipal,N/A,PVEM,N/A,N/A,Agresión armada,"Yizlen Sánchez, candidata a la alcaldía de Tampacán, SLP, por el PVEM, fue víctima de una agresión armada cuando viajaba junto a su esposa el diputado Cristian Joaquín Sánchez Sánchez de la misma fuerza política. ",N/A,El Sol de San Luis,https://www.elsoldesanluis.com.mx/local/denuncian-ataque-a-tiros-contra-candidata-y-su-familia-en-tampacan-12011058.html
30/05/2024,Acatepec,1.732.411,-9.890.962,Heladio Nayo García ,N/A,representante de casilla,PRD,N/A,N/A,Asesinato,"Un comando agredió a ocho representantes de casilla del PRD en Acatepec, Guerrero, uno de ellos, de nombre Heladio Nayo García, fue asesinado. Los hechos fueron denunciados durante la sesión extraordinaria del IEPC del estado. ",N/A,El Sol de Acapulco,https://www.elsoldeacapulco.com.mx/elecciones-2024/asesinan-a-representante-de-casilla-del-prd-en-acatepec-12012303.html
30/05/2024,Tlaxcala,1.941.588,-9.813.931,Lázaro Rosas Cortés,Presidente municipal declinado,N/A,MC,N/A,N/A,Vandalismo," Incendian la casa de campaña de Lázaro Rosas Cortés, excandidato a la alcaldía de Apizaco, Tlaxcala, por MC, quien declinó Javier Rivera Bonilla, candidato de Morena. Una persona resultó lesionada. ",N/A,El Sol de Hidalgo,https://www.elsoldehidalgo.com.mx/elecciones-2024/danan-casa-de-campana-de-mc-en-apizaco-tlaxcala-12003773.html
30/05/2024,Venustiano Carranza,2.050.833,-9.767.244,N/A,N/A,N/A,PAN,Ernesto García,Morena,Delito Electoral,"Militantes del PAN ingresaron a la Asociación Ganadera de Venustiano Carranza y golpearon al secretario Francisco Esquitín. En el lugar encontraron dinero en efectivo, listas y copias de credencial de elector que consideraron pudieron ser utilizados en una operación de Morena para la compra de votos a favor de su candidato a la alcaldía, Ernesto García.",N/A,El Sol de Puebla,https://www.elsoldepuebla.com.mx/elecciones-2024/acusan-a-morenistas-de-realizar-compra-de-votos-en-venustiano-carranza-12008334.html
31/05/2024,Izúcar de Matamoros,1.859.912,-9.846.778,Jorge Huerta Cabrera,Regidor,N/A,PVEM,N/A,N/A,Asesinato,"Jorge Huerta, candidato a regidor de Izúcar de Matamoros, Puebla, por el PVEM fue asesinado en Junta Auxiliar de San Nicolás Tolentino. Su esposa y un colaborador también resultaron heridos.",N/A,La Silla Rota,https://lasillarota.com/estados/2024/5/31/matan-balazos-jorge-huerta-cabrera-candidato-regidor-por-el-pvem-en-izucar-de-matamoros-485591.html
31/05/2024,Azoyú,1.673.253,-986.034,José Efrén López Cortés,DIputado local ,N/A,Morena,N/A,N/A,Agresión armada," Un comando abrió fuego contra el vehículo de José Efrén López Cortés, candidato de Morena a diputado local en Guerrero. La agresión ocurrió sobre la carretera federal que conecta a Acapulco con Pinotepa Nacional. ",N/A,Infobae,https://www.infobae.com/mexico/2024/05/31/balean-camioneta-de-jose-efren-lopez-candidato-a-diputado-local-por-morena-en-guerrero/
31/05/2024,San Felipe Orizatlán,2.116.907,-9.861.331, Carlos César Pérez Escamilla,Presidente municipal,N/A,PT,N/A,N/A,Agresión armada,"Un comando abrió fuego contra el auto de Carlos César Pérez Escamilla, candidato del PT a la alcaldía de San Felipe Orizatlán; también dispararon contra la casa de uno de sus familiares. ",N/A,La Jornada San Luis,https://lajornadasanluis.com.mx/nacional/balean-auto-de-candidato-del-pt-en-san-felipe-orizatlan-hgo/
31/05/2024,Chicomuselo,1.574.078,-9.228.766,N/A,N/A,N/A,N/A,N/A,N/A,Vandalismo,"Sujetos incendiaron el Consejo Municipal Electoral de Chicomuselo, de Chiapas. No se reportan heridos pero las boletas electorales se quemaron. ",Sí,IEPC Chiapas,https://www.iepc-chiapas.org.mx/comunicados/3701-incendian-consejo-municipal-del-iepc-en-chicomuselo
31/05/2024,Totolapa,1.654.522,-9.268.296,N/A,N/A,Elementos de la Policía Estatal Preventiva,,N/A,N/A,"Agresión, robo y quema de boletas",Habitantes interceptaron a elementos de la Policía Estatal Preventiva y mediante el uso de la fuerza les despojaron de la papelería electoral que transportaban a la ranchería Guadalupe y después incendiaron las boletas. ,Sí,Fiscalía General de Chiapas,https://www.fge.chiapas.gob.mx/Prensa/Articulo/351BD722-CC51-41AC-A529-26C03EBFB9EB
31/05/2024,Nogales,3.130.118,-1.109.381,N/A,N/A,N/A,N/A,N/A,N/A,Delito Electoral," Emma Arellano Peñaloza, vocal ejecutiva de la Junta Distrital 02 del INE, confirmó el robo de 300 boletas para la votación por diputado federal por el Distrito 2. Las boletas fueron robadas de tres casillas diferentes. ",Sí,El Diario de Sonora,https://eldiariodesonora.com.mx/nogales/2024/05/31/sustraen-300-boletas-electorales-denuncia-ine-nogales.html
31/05/2024,Villa de Reyes,2.180.584,-10.093.245,Uriel Cebrián,N/A,Colaborador de candidato ,Fuerza y corazón por México,N/A,PVEM,Agresión física,"Uriel Cebrián, colaborador de Luis Ramírez Meléndez, candidato a la alcaldía de Villa de Reyes por la coalición ""Fuerza y corazón por México"" fue bajado de su vehículo por la fuerza, golpeado y despojado de sus pertenencias supuestamente por integrantes del PVEM. ",N/A,Plano Informativo,https://planoinformativo.com/1006607/agreden-a-integrante-de-planilla-en-villa-de-reyes
31/05/2024,Ciudad de Apizaco,1.941.588,-9.813.931,Pablo Badillo,Presidente municipal ,N/A,PAN,N/A,N/A,Agresión Física,"Un grupo de personas ingresó en el domicilio de Pablo Badillo, candidato a la alcaldía de Apizaco. Tlaxcala, por el PAN y agredieron a los presentes, entre ellos mujeres. Uno de los agresores sería Lázaro Rosas, candidato de MC a la alcaldía de Apizaco, que declinó por Morena. ",N/A,GenteTLX,https://gentetlx.com.mx/2024/05/31/agreden-simpatizantes-de-candidato-en-apizaco-a-equipo-de-trabajo-de-su-contrincante-video/
31/05/2024,Ixtepec,2.002.436,-9.764.559,N/A,N/A,Colaboradores de candidato,MC,N/A,"Morena,PRI.PRD",Agresión física y vandalismo,"Vicente Núñez Juárez, candidato de MC a la alcaldía de Ixtepec, Puebla, denunció que grupos afines a Morena, PRI y PRD agredieron a miembros de su equipo, además de romper parabrisas y cristales. ",N/A,E-Consulta,https://www.e-consulta.com/nota/2024-05-31/municipios/simpatizantes-de-morena-prd-y-pri-agreden-seguidores-de-mc-en-ixtepec
31/05/2024,Chalchicomula de Sesma ,189.854,-9.744.448,Edgar Jiménez,Presidente Municipal,N/A,PRI-PAN-PSI,Uruviel González,MC,Agresión Fïsical," Edgar Jiménez, candidato del PRI-PAN-PSI, a la alcaldía de Chalchicomula de Sesma, Puebla, fue golpeado al salir de las oficinas del PAN. El agredido señaló a Uruviel González, candidato de MC que busca la reelección y a sus hijos de agredirlo. ",N/A,Contraparte,https://contraparte.mx/partidos-politicos/62112-edil-de-ciudad-serd%C3%A1n-manda-a-golpear-al-candidato-del-pan.html
31/05/2024,Juárez,1.760.698,-9.319.248,N/A,N/A,Colaboradoes,Partido Chiapas Unido (PCHU),N/A,N/A,Secuestro,"Un comando ingresó al Comité Municipal del Partido Chiapas Unido (PCHU) y secuestraron a dos colaboradores de Óscar Quevedo, candidato a la alcaldía de ese municipio.",N/A,El Heraldo de Chiapas,https://www.elheraldodechiapas.com.mx/elecciones-2024/plagian-y-golpean-a-colaboradores-de-candidato-a-alcaldia-12011651.html
31/05/2024,Xoxtla,1.916.676,-9.830.948,N/A,N/A,N/A,N/A,N/A,Morena,Delito Electoral,Habitantes de Xoxtla denunciaron a la alcaldesa  Guadalupe Siyancán Peregrina Díaz quien busca la reelección por Morena de intentar comprar votos a cambio de despensas. ,N/A,La Jornada Oriente,https://www.lajornadadeoriente.com.mx/puebla/denuncian-supuesta-compra-votos-candidata-morena-xoxtla-siyancan-peregrina-niega/
31/05/2024,Monterrey,2.568.661,-10.031.611,N/A,N/A,N/A,N/A,N/A,Fuerza y corazón por Nuevo León,Delito Electoral,"La SSPC de Monterrey detuvo a tres hombres señalados por la compra de votos a favor de la coalición ""Fuerza y corazón por Nuevo León"". ",Sí,El Universal ,https://www.eluniversal.com.mx/elecciones/detienen-a-tres-hombres-por-presunta-compra-de-votos-en-nuevo-leon/
31/05/2024,Acajete,1.910.572,-9.794.294,N/A,N/A,N/A,N/A,Cristian Flores Flores,Morena,Delito Electoral,"Ciudadanos denunciaron Cristian Flores Flores, candidato a la alcaldía de Acajete, Puebla por Morena, de realizar compra de votos. ",N/A,El Sol de Puebla,https://www.elsoldepuebla.com.mx/elecciones-2024/en-acajete-denuncian-compra-de-votos-12011202.html
31/05/2024,Ciudad Juárez,3.169.036,-10.642.454,David Ramos,Diputado plurinominal,N/A,PRI-PAN-PRD,N/A,N/A,Agresión física," David Ramos, candidato a diputado plurinominal por el PRI-PAN-PRD, fue golpeado al salir de un restaurante. ",Sí,Diario de Juárez,https://www.elheraldodejuarez.com.mx/elecciones-2024/denuncian-agresiones-a-candidatos-de-fuerza-y-corazon-por-mexico-12010516.html
31/05/2024,Ciudad Juárez,3.169.036,-10.642.454,N/A,N/A,Coordinador de campaña ,PRI-PAN-PRD,N/A,N/A,Agresión Física ,"Isamar Valadez, candidata a diputada local por el PRI-PAN-PRD, denunció que uno de sus colaboradores fue golpeado a cachazos y amenazado. ",Sí,Diario de Juárez,https://www.elheraldodejuarez.com.mx/elecciones-2024/denuncian-agresiones-a-candidatos-de-fuerza-y-corazon-por-mexico-12010516.html
31/05/2024,Cuauhtémoc ,1.941.836,-9.914.463,N/A,N/A,N/A,N/A,N/A,N/A,Delito Electoral,La Fiscalía Electoral de la CDMX detuvo a tres hombres de nacionalidad venezolana ac,Sí,X/@FEPADE_CDMX,https://x.com/FEPADE_CDMX/status/1796600518359515601
31/05/2024,Ocoyucan,1.894.165,-9.831.979,N/A,N/A,N/A,N/A,Aristóteles Campos,PAN-PRI-PRD,Delito Electoral,"Aristóteles Campos, candidato a la alcaldía de Ocoyucan, Puebla, por el PAN-PRI-PRD, fue denunciado por compra de votos apoyado por Antorcha Campesina. ",N/A,Cambio,https://www.diariocambio.com.mx/2024/reporte-2024/se-reporta-compra-de-votos-y-credenciales-de-elector-por-todo-el-estado-los-antorchos-galeazzi-celestino-videos/
31/05/2024,Tulúm,2.021.141,-8.746.535,Jorge Portilla Mánica ,Presidente Municipal,N/A,MC,N/A,N/A,Agresión armada,"Sujetos balearon la casa de Jorge Portilla Mánica, candidato de Movimiento Ciudadano a la alcaldía de Tulum. ",N/A,La Jornada ,https://www.jornada.com.mx/noticia/2024/05/31/espectaculos/balean-casa-de-candidato-de-mc-en-tulum-4283
31/05/2024,Tlatlauquitepec,1.985.464,-9.749.494,Celia Moreno,Directora de Seguridad Pública municipal,N/A,N/A,N/A,N/A,Agresión física,"Presuntos colaboradores de Juan Manuel Téllez, candidato de Morena a la alcaldía de Tlatlauquitepec, Puebla, habrían retenido por tres horas a Celia Moreno Ramírez, directora de Seguridad Pública del municipio porque circuló cerca del domicilio del candidato. La sujetos la habrían obligado a descender del vehículo, la habrían golpeado y despojado de su teléfono.",N/A,Cambio,https://www.diariocambio.com.mx/2024/reporte-2024/simpatizantes-de-candidato-de-morena-en-tlatlauquitepec-golpean-y-retienen-a-directora-de-seguridad/
31/05/2024,Bachíniva,2.875.625,-10.725.373,N/A,N/A,N/A,N/A,N/A,N/A,Delito Electoral," El Instituto Estatal Electoral de Chihuahua detuvo a seis personas sospechosas de intento de robo de boletas electorales. Fueron detenidos en flagrancia, cuando abrían un boquete en el techo de la bodega donde se encontraba la papelería electoral. ",Sí,Acento,https://acento.com.mx/index.php/2024/05/31/detienen-a-6-por-intento-de-robo-de-boletas-electorales-en-bachiniva/
31/05/2024,Rosales,2.818.541,-10.555.655,N/A,N/A,N/A,N/A,Funcionario de la Secretaría del Bienestar,Morena,Delito Electoral," Un funcionario de la Secretaría del Bienestar que se identificó como José Vicente S, fue arrestado por compra de votos en Rosales, Chihuahua a favor de Morena.",Sí,El Diario de Chihuahua,https://eldiariodedelicias.mx/local/2024/may/31/detienen-a-coordinador-de-bienestar-por-compra-de-credenciales-626074.html
31/05/2024,Fresnillo,2.317.775,-10.286.874,Javier Torres Rodríguez,Presidente Municipal,N/A,PAN-PRI-PRD,N/A,N/A,Amenazas,"Javier Torres Rodríguez, candidato del PAN-PRI-PRD a la alcaldía de Fresnillo denunció que fue intimidado por policías estatales después de que apuntaran hacia él desde un vehículo en el que presuntamente un exfuncionario y un funcionario de Zacatecas.",Sí,NTR Zacatecas,https://ntrzacatecas.com/2024/06/denuncia-candidato-javier-torres-detencion-arbitraria/
01/06/2024,Cochoapa ,1.672.099,-9.837.305,N/A,N/A,N/A,N/A,Salvador Robles Zacapala,PRI,Amanezas y delito electoral ," Habitantes de Choapa  denunciaron que Jesús Robles Zacapala, hermano de Salvador Robles Zacapala, candidato del PRI a la alcaldía del municipio, realiza actos de intimidación enviando hombres armados a irrumpir en las viviendas y realiza compra de votos a favor del PRI. ",N/A,Quadratin Bajío,https://bajio.quadratin.com.mx/armados-intimidan-para-votar-por-el-pri-acusan-en-ometepec/
01/06/2024,Xalpatláhuac ,1.746.738,-9.860.782,Maurilio Francisco Hernández,N/A,Regidor,Morena,N/A,N/A,Agresión armada,"Sujetos balearon la casa y un vehículo propiedad de Maurilio Francisco Hernández, regidor de Morena en Xalpatláhuac, Guerrero ",N/A,Quadratin Bajío,https://bajio.quadratin.com.mx/disparan-contra-la-casa-de-un-regidor-de-morena-en-xalpatlahuac/
01/06/2024,Cañada Morelos,1.873.753,-9.741.939,N/A,N/A,Colaboradores ,PAN-PRI-PRD-PSI,N/A,N/A,Agresión armada,"Sujetos balearon casas de colaboradores de Ana Laura Sánchez Benítez, candidata a la presidencia municipal de Cañada Morelos, Puebla por la coalición PAN-PRI-PRD-PSI. ",N/A,El Popular,https://elpopular.mx/ciudadania-y-gobierno/2024/06/01/atentado-pri-balacera-caneda-morelos
01/06/2024,Cuilápam Guerrero ,1.699.148,-9.677.884,Víctor Robles Silva,Presidente Municipal ,N/A,PVEM,N/A,N/A,Agresión armada ,"Sujetos armados balearon la casa de Víctor Robles Silva, candidato del PVEM a la alcaldía de Cuilápam de Guerrero, Oaxaca. ",N/A,El Imparcial ,https://imparcialoaxaca.mx/policiaca/867455/balean-domicilio-de-candidato-en-cuilapam/
01/06/2024,Sola de Vega ,1.707.411,-9.675.258,Alberth Cabrera Jarquín ,Presidente Municipal ,N/A,Morena ,N/A,N/A,Agresión armada y amenazas,"Sujetos balean la casa de Alberth Cabrera Jarquín, candidato de Morena a la presidencia municipal de Sola de Vega, Oaxaca, Los agresores también le dejaron un mensaje con la leyenda ""Te abres o te abrimos"". ",N/A,Primera Línea ,https://www.primeralinea.mx/2024/06/01/atentan-contra-candidato-de-morena-a-la-alcaldia-en-sola-de-vega-balean-su-domicilio/
01/06/2024,Álamos ,2.702.548,-1.089.413,N/A,N/A,N/A,PRI y PRD, Claudia Zulema Bours Corral,PVEM,Delito Electoral,"El PRI y El PRD denunciaron ante el Instituto Estatal Electoral (IEE) de Sonora y la Fiscalía del estado a Claudia Zulema Bours Corral, candidata por el PVEM a diputada local y a Iris Valenzuela Reyes y a Huber Aguilar Banda por compra de votos.",Sì,El Universal,https://www.eluniversal.com.mx/elecciones/denuncian-ante-iee-y-fgje-supuesta-compra-de-votos-en-alamos-sonora/
01/06/2024,Morelia,1.970.595,-10.119.498,N/A,N/A,N/A,PRI  ,Alfonso Martínez Alcázar,PAN-PRD,Delito Electoral,"Una organización social encontró despensas y propaganda en favor de Alfonso Martínez Alcázar, candidato del PAN y PRD a la alcaldía de Morelia, Michoacán. El presunto delito electoral fue denunciado por su oponente del PRI, René Valencia. ",N/A,La Jornada,https://www.jornada.com.mx/noticia/2024/06/01/estados/hallan-despensas-con-propaganda-del-candidato-panista-a-edil-de-morelia-9241
01/06/2024,Mérida,2.096.737,-8.959.258,N/A,N/A,N/A,N/A," Martina Silva Gutiérrez y Danica Rubí Flores Chan,",Funcionarias,Delito Electoral,"El diputado Rafael Echazarreta denunció ante la FGR  y la Fiscalía General de Yucatán a Martina Silva Gutiérrez y Danica Rubí Flores Chan, funcionarias de la Secretaría del Bienestar en el estado por utilizar recursos humanos y materiales de la dependencia para apoyar a Joaquín Díaz Mena, candidato de Morena-PVEM-PT a la gubernatura del estado..",Sí,Emeequis,https://m-x.com.mx/urna-2024/denuncian-a-funcionarias-del-bienestar-en-yucatan-por-operar-en-favor-de-huacho/
01/06/2024,Huajuapan de León,1.781.125,-9.778.034,,N/A,N/A,N/A,N/A,N/A,Delito Electoral,"Denuncian hallazgo de despensas en un domicilio de la agencia El Carmen, en Huajuapan de León, Oaxaca. Autoridades resguardaron los paquetes que se presume pudieron ser utilizados para la compra de votos. ",Sí,El Imparcial ,https://imparcialoaxaca.mx/policiaca/867452/denuncian-un-domicilio-con-despensas/
01/06/2024,Aguililla ,1.873.711,-10.278.535,N/A,N/A,N/A,N/A,Elsa Guadalupe Contreras,PVEM,Amenazas,"Habitantes de Aguililla, Michoacán denunciaron que integrantes del CJNG los amenazado de muerte si no votan a favor de Elsa Guadalupe Contreras Sánchez, candidata a la alcaldía del municipio por el PVEM.",N/A,El Universal ,https://www.eluniversal.com.mx/elecciones/voto-o-plomo-advierte-cjng-a-habitantes-de-aguililla-michoacan-pobladores-piden-apoyo-del-estado-y-la-federacion/
01/06/2024,Ixhuatán,1.729.258,-9.300.857,N/A,N/A,Colaboradores,PRD,N/A,N/A,Agresión armada ,"Un comando agredió a colaboradores de Pablo Favián López López, candidato del PRD a la alcaldía de Ixhuatán, Chiapas. Se reportaron seis heridos como saldo de la agresión",N/A,Facebook/Pablo Favián López,https://www.facebook.com/pablofavian.lopezlopez/posts/pfbid0RtaWeCF7NBe95Eajg82nRhuiDYWzQkBvqfUyzJaqniTMVMvCxrFV5ymY5uRWTKmwl
01/06/2024,Tlalmanalco de Velázquez,1.920.522,-9.880.044,Víctor Espinoza Mendoza,Presidente municipal ,N/A,PT,N/A,N/A,Agresión armada,"Víctor Espinoza Mendoza, candidato a la alcaldía de Tlalmanalco, Edomex, por el PT, fue agredido a balazos. Dos sujetos a bordo de una motocicleta le dispararon y logró esquivarlos.  ",N/A,Infobae,https://www.infobae.com/mexico/2024/06/02/candidato-del-pt-a-presidente-municipal-de-tlalmanalco-edomex-fue-atacado-a-disparos/
01/06/2024,Tuxpan,2.194.465,-10.529.848,Heriberto Paredes,Presidente municipal ,N/A,Nueva Alianza-Levántate Nayarit,N/A,N/A,Detención arbitraria,"Policías municipales detuvieron a Heriberto Paredes, candidato de Nueva Alianza y Levántate Nayerit para la alcaldía de Tuxpan, Nayarit. Diego Calderón, representante de Levántate Nayarit, denunció que el candidato fue privado de su libertad sin una orden de arresto y con abuso de fuerza. ",N/A,Aristegui Noticias,https://aristeguinoticias.com/0106/mexico/policia-priva-de-la-libertad-a-candidato-de-tuxpan-denuncian-dirigentes-de-levantate-nayarit-y-nueva-alianza-videos/
01/06/2024,Huautla   ,2.103.169,-9.828.685,Doralicia Martínez Bautista,Presidente municipal ,N/A,Morena y Nueva Alianza,N/A,N/A,Vandalismo," Incendian un vehículo propiedad de un funcionario del Gobierno de Huautla frente a la cada de Doralicia Martínez Bautista, candidata de Morena y Nueva Alianza a la alcaldía del municipio. La candidata denunció el hecho como un atentado en su contra. ",N/A,El Univeresal Hidalgo,https://www.eluniversalhidalgo.com.mx/municipios/doralicia-martinez-denuncio-atentado-en-huautla/
